"grid","posterior"
0.306613226452906,2.14161111633722e-125
0.308617234468938,7.91298969407306e-124
0.31062124248497,2.82708970741617e-122
0.312625250501002,9.77011344581222e-121
0.314629258517034,3.26722728421457e-119
0.316633266533066,1.05763121160433e-117
0.318637274549098,3.31525256555665e-116
0.32064128256513,1.0066433220369e-114
0.322645290581162,2.96181152300919e-113
0.324649298597194,8.44705355438218e-112
0.326653306613226,2.33592799488717e-110
0.328657314629259,6.26552646640457e-109
0.330661322645291,1.63055103217687e-107
0.332665330661323,4.11833858459984e-106
0.334669338677355,1.0098340891348e-104
0.336673346693387,2.40461344890901e-103
0.338677354709419,5.56201586609772e-102
0.340681362725451,1.2500658144272e-100
0.342685370741483,2.7306550705711e-99
0.344689378757515,5.79897706768452e-98
0.346693386773547,1.19757164090761e-96
0.348697394789579,2.405636078831e-95
0.350701402805611,4.70161678411837e-94
0.352705410821643,8.94255915010097e-93
0.354709418837675,1.655693838959e-91
0.356713426853707,2.9847374483109e-90
0.358717434869739,5.24013397632368e-89
0.360721442885772,8.9616731168422e-88
0.362725450901804,1.49329162067782e-86
0.364729458917836,2.42496492900271e-85
0.366733466933868,3.83854144081749e-84
0.3687374749499,5.92406430147629e-83
0.370741482965932,8.91573388209352e-82
0.372745490981964,1.30878267190685e-80
0.374749498997996,1.87429815120714e-79
0.376753507014028,2.61912628454517e-78
0.37875751503006,3.57194777841857e-77
0.380761523046092,4.75518402793272e-76
0.382765531062124,6.18050850654659e-75
0.384769539078156,7.84431947466228e-74
0.386773547094188,9.72385629886168e-73
0.38877755511022,1.17747176325169e-71
0.390781563126252,1.39304846585996e-70
0.392785571142285,1.61049474372433e-69
0.394789579158317,1.81970900799634e-68
0.396793587174349,2.00985590329114e-67
0.398797595190381,2.17028950522596e-66
0.400801603206413,2.29154439016167e-65
0.402805611222445,2.36626563679691e-64
0.404809619238477,2.38994992103224e-63
0.406813627254509,2.36139354694246e-62
0.408817635270541,2.28278568094993e-61
0.410821643286573,2.15943828375905e-60
0.412825651302605,1.99919804699235e-59
0.414829659318637,1.81162992503051e-58
0.416833667334669,1.60708888811399e-57
0.418837675350701,1.39580257910775e-56
0.420841683366733,1.18707341349885e-55
0.422845691382766,9.88679015392399e-55
0.424849699398798,8.06511890234041e-54
0.42685370741483,6.44460678236267e-53
0.428857715430862,5.04502891639504e-52
0.430861723446894,3.86957096163937e-51
0.432865731462926,2.90832661468022e-50
0.434869739478958,2.14216540727196e-49
0.43687374749499,1.5464629693696e-48
0.438877755511022,1.0943317014916e-47
0.440881763527054,7.59148275005876e-47
0.442885771543086,5.16317299010478e-46
0.444889779559118,3.44320181199241e-45
0.44689378757515,2.25167839055864e-44
0.448897795591182,1.44407491383557e-43
0.450901803607214,9.08349624483619e-43
0.452905811623246,5.60448697651267e-42
0.454909819639279,3.39216396900877e-41
0.456913827655311,2.01425153523285e-40
0.458917835671343,1.17350061077333e-39
0.460921843687375,6.70844191958398e-39
0.462925851703407,3.76325669979473e-38
0.464929859719439,2.07178223848034e-37
0.466933867735471,1.11942717566154e-36
0.468937875751503,5.93678903848102e-36
0.470941883767535,3.09060238541963e-35
0.472945891783567,1.57943330652914e-34
0.474949899799599,7.92421329069354e-34
0.476953907815631,3.90334543802074e-33
0.478957915831663,1.88787065561029e-32
0.480961923847695,8.96581053145915e-32
0.482965931863727,4.18134316351594e-31
0.48496993987976,1.9150365867602e-30
0.486973947895792,8.61387656920613e-30
0.488977955911824,3.80544140391254e-29
0.490981963927856,1.65127730487368e-28
0.492985971943888,7.03828018531885e-28
0.49498997995992,2.9469101009764e-27
0.496993987975952,1.21211128561029e-26
0.498997995991984,4.89794720586476e-26
0.501002004008016,1.94447194671562e-25
0.503006012024048,7.5844567667936e-25
0.50501002004008,2.90670524912432e-24
0.507014028056112,1.09458374017046e-23
0.509018036072144,4.05028429365524e-23
0.511022044088176,1.47274259522181e-22
0.513026052104208,5.2624574070644e-22
0.51503006012024,1.8479303755046e-21
0.517034068136273,6.37722907158518e-21
0.519038076152305,2.16292396261755e-20
0.521042084168337,7.20984638805861e-20
0.523046092184369,2.36210002426646e-19
0.525050100200401,7.60622806505579e-19
0.527054108216433,2.40740828489285e-18
0.529058116232465,7.48944019556535e-18
0.531062124248497,2.29022052172925e-17
0.533066132264529,6.88401826490653e-17
0.535070140280561,2.03400123583767e-16
0.537074148296593,5.90761121781597e-16
0.539078156312625,1.68667106590546e-15
0.541082164328657,4.73382572863761e-15
0.543086172344689,1.30605779628584e-14
0.545090180360721,3.54229682743963e-14
0.547094188376753,9.44459587498498e-14
0.549098196392786,2.47548569419273e-13
0.551102204408818,6.37849316137056e-13
0.55310621242485,1.61568875282981e-12
0.555110220440882,4.02327598890281e-12
0.557114228456914,9.84882281372483e-12
0.559118236472946,2.37011998777584e-11
0.561122244488978,5.60707360410113e-11
0.56312625250501,1.30400654888946e-10
0.565130260521042,2.98124604198607e-10
0.567134268537074,6.70018203504895e-10
0.569138276553106,1.48027219152633e-09
0.571142284569138,3.21482598945261e-09
0.57314629258517,6.86322501113791e-09
0.575150300601202,1.44028053543129e-08
0.577154308617234,2.97102621040767e-08
0.579158316633266,6.02418219441697e-08
0.581162324649299,1.20064012018689e-07
0.583166332665331,2.35201930600924e-07
0.585170340681363,4.52867909032007e-07
0.587174348697395,8.5702484787434e-07
0.589178356713427,1.59402179476518e-06
0.591182364729459,2.9138087404107e-06
0.593186372745491,5.23455701144833e-06
0.595190380761523,9.24136824943861e-06
0.597194388777555,1.60329923916405e-05
0.599198396793587,2.73337079410759e-05
0.601202404809619,4.57900385275521e-05
0.603206412825651,7.53726797373448e-05
0.605210420841683,0.000121901352068461
0.607214428857715,0.000193702385801554
0.609218436873747,0.000302393658288842
0.61122244488978,0.000463767318138512
0.613226452905812,0.000698706756837097
0.615230460921844,0.00103403148559269
0.617234468937876,0.00150311549379078
0.619238476953908,0.00214607810310728
0.62124248496994,0.00300931149673355
0.623246492985972,0.00414409895832107
0.625250501002004,0.00560410637867777
0.627254509018036,0.00744160889674277
0.629258517034068,0.00970245112429151
0.6312625250501,0.0124199301159148
0.633266533066132,0.0156080190719715
0.635270541082164,0.0192545865727519
0.637274549098196,0.0233154685652711
0.639278557114228,0.0277103693692925
0.64128256513026,0.0323215571732253
0.643286573146293,0.0369961462467922
0.645290581162325,0.0415524147948144
0.647294589178357,0.045790119326988
0.649298597194389,0.0495041936702948
0.651302605210421,0.0525006518972254
0.653306613226453,0.0546130523587379
0.655310621242485,0.0557176216892819
0.657314629258517,0.0557451523281936
0.659318637274549,0.0546880980071217
0.661322645290581,0.052601866445528
0.663326653306613,0.0496000617217025
0.665330661322645,0.0458442367413968
0.667334669338677,0.0415294413612628
0.669338677354709,0.0368673709972379
0.671342685370741,0.0320691508934602
0.673346693386773,0.0273297059279815
0.675350701402806,0.022815297950215
0.677354709418838,0.0186552450843113
0.67935871743487,0.01493818264184
0.681362725450902,0.0117126001153688
0.683366733466934,0.00899089073607841
0.685370741482966,0.00675584071812336
0.687374749498998,0.0049683830026045
0.68937875751503,0.0035755237199831
0.691382765531062,0.00251756874085047
0.693386773547094,0.00173406908585595
0.695390781563126,0.00116820553768837
0.697394789579158,0.000769595331844112
0.69939879759519,0.000495697131858652
0.701402805611222,0.000312104261940151
0.703406813627254,0.00019205637440444
0.705410821643287,0.000115482927434755
0.707414829659319,6.78389308865171e-05
0.709418837675351,3.89244285957926e-05
0.711422845691383,2.18099734178795e-05
0.713426853707415,1.19311667839869e-05
0.715430861723447,6.37101207606188e-06
0.717434869739479,3.31995379174804e-06
0.719438877755511,1.68791890892686e-06
0.721442885771543,8.37070946571464e-07
0.723446893787575,4.04815053659448e-07
0.725450901803607,1.90864222950387e-07
0.727454909819639,8.77107568439876e-08
0.729458917835671,3.92758600817848e-08
0.731462925851703,1.71326340270064e-08
0.733466933867735,7.27823642116663e-09
0.735470941883767,3.01027799747198e-09
0.7374749498998,1.21181705000886e-09
0.739478957915832,4.74663412629634e-10
0.741482965931864,1.80849573111211e-10
0.743486973947896,6.70028826155224e-11
0.745490981963928,2.41307785746555e-11
0.74749498997996,8.44510082231657e-12
0.749498997995992,2.87107094563332e-12
0.751503006012024,9.47838857927104e-13
0.753507014028056,3.037514643821e-13
0.755511022044088,9.44567638126996e-14
0.75751503006012,2.84912616157639e-14
0.759519038076152,8.33264388103546e-15
0.761523046092184,2.36194827255604e-15
0.763527054108216,6.48624603151988e-16
0.765531062124248,1.72490817618547e-16
0.767535070140281,4.44014294167517e-17
0.769539078156313,1.10583381376919e-17
0.771543086172345,2.66343884110432e-18
0.773547094188377,6.20080148968255e-19
0.775551102204409,1.39473446069905e-19
0.777555110220441,3.02938226685851e-20
0.779559118236473,6.35052113088025e-21
0.781563126252505,1.28417648508151e-21
0.783567134268537,2.50357515103116e-22
0.785571142284569,4.70295228210149e-23
0.787575150300601,8.5074745702528e-24
0.789579158316633,1.48111719866889e-24
0.791583166332665,2.48009042539723e-25
0.793587174348697,3.99169541562934e-26
0.795591182364729,6.17124839745107e-27
0.797595190380761,9.15839868777855e-28
0.799599198396793,1.30374574580061e-28
0.801603206412826,1.77901461178309e-29
0.803607214428858,2.32517616277945e-30
0.80561122244489,2.90862744780739e-31
0.807615230460922,3.47961842095157e-32
0.809619238476954,3.97768719746509e-33
0.811623246492986,4.34127842733611e-34
0.813627254509018,4.51973544217663e-35
0.81563126252505,4.48460726050647e-36
0.817635270541082,4.23688100457318e-37
0.819639278557114,3.80766882142192e-38
0.821643286573146,3.25184084616322e-39
0.823647294589178,2.63637804171273e-40
0.82565130260521,2.02688768611423e-41
0.827655310621242,1.47609423635237e-42
0.829659318637274,1.01709712748679e-43
0.831663326653307,6.62305216978737e-45
0.833667334669339,4.07066955575689e-46
0.835671342685371,2.3584686653331e-47
0.837675350701403,1.2863963412178e-48
0.839679358717435,6.59632253897133e-50
0.841683366733467,3.17534116459972e-51
0.843687374749499,1.43283185685238e-52
0.845691382765531,6.05126159762846e-54
0.847695390781563,2.38806061120299e-55
0.849699398797595,8.79160648085492e-57
0.851703406813627,3.01411468645315e-58
0.853707414829659,9.60580787657385e-60
0.855711422845691,2.84034855205216e-61
0.857715430861723,7.77712826752621e-63
0.859719438877755,1.96782421849567e-64
0.861723446893788,4.59138219380722e-66
0.86372745490982,9.85644442439313e-68
0.865731462925852,1.94223975706567e-69
0.867735470941884,3.50453999313177e-71
0.869739478957916,5.77558177777561e-73
0.871743486973948,8.67033555467794e-75
0.87374749498998,1.18232034771036e-76
0.875751503006012,1.46022016465808e-78
0.877755511022044,1.62834954260739e-80
0.879759519038076,1.63424994230267e-82
0.881763527054108,1.47114351686954e-84
0.88376753507014,1.18360115706352e-86
0.885771543086172,8.47883400122352e-89
0.887775551102204,5.38674925014518e-91
0.889779559118236,3.02247884664246e-93
0.891783567134268,1.4911844278862e-95
0.8937875751503,6.43885904227122e-98
0.895791583166333,2.42135135784576e-100
0.897795591182365,7.88887164823823e-103
0.899799599198397,2.21453251841832e-105
0.901803607214429,5.32494853902045e-108
0.903807615230461,1.08996658077793e-110
0.905811623246493,1.88669827337467e-113
0.907815631262525,2.74235988448254e-116
0.909819639278557,3.32214197416832e-119
0.911823647294589,3.32737934778811e-122
0.913827655310621,2.73183730529842e-125
0.915831663326653,1.82175696850561e-128
0.917835671342685,9.77091370242616e-132
0.919839679358717,4.17059385315578e-135
0.921843687374749,1.40067749064788e-138
0.923847695390781,3.65619921687686e-142
0.925851703406814,7.32046791435082e-146
0.927855711422846,0
0.929859719438878,0
0.93186372745491,0
0.933867735470942,0
0.935871743486974,0
0.937875751503006,0
0.939879759519038,0
0.94188376753507,0
0.943887775551102,0
0.945891783567134,0
0.947895791583166,0
0.949899799599198,0
0.95190380761523,0
0.953907815631262,0
0.955911823647295,0
0.957915831663327,0
0.959919839679359,0
0.961923847695391,0
0.963927855711423,0
0.965931863727455,0
0.967935871743487,0
0.969939879759519,0
0.971943887775551,0
0.973947895791583,0
0.975951903807615,0
0.977955911823647,0
0.979959919839679,0
0.981963927855711,0
0.983967935871743,0
0.985971943887775,0
0.987975951903807,0
0.98997995991984,0
0.991983967935872,0
0.993987975951904,0
0.995991983967936,0
0.997995991983968,0
1,0
