"student_id","teacher_id","school_id","student_born","student_female","student_race_ethnicity","student_re_white","student_re_black","student_re_asian","student_re_hispanic","student_re_native_american","student_re_other","student_reading_score","student_math_score","student_listening_score","class_type","class_size","class_prop_female","class_prop_white","class_prop_black","class_prop_asian","class_prop_hispanic","class_prop_native_american","class_prop_other","teacher_race","teacher_degree","teacher_exper","teacher_female","teacher_race_ethnicity","teacher_re_white","teacher_re_black","teacher_re_asian","teacher_re_hispanic","teacher_re_native_american","teacher_re_other"
11720,11203804,112038,1980.546,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,442,472,509,3,28,0.346153846153846,0.692307692307692,0.307692307692308,0,0,0,0,2,"Bachelors",7,TRUE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
11721,11203804,112038,1979.553,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,571,532,562,3,28,0.346153846153846,0.692307692307692,0.307692307692308,0,0,0,0,2,"Bachelors",7,TRUE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
12874,11203804,112038,1979.997,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,488,474,526,3,28,0.346153846153846,0.692307692307692,0.307692307692308,0,0,0,0,2,"Bachelors",7,TRUE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
10797,11203804,112038,1978.082,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,487,479,571,3,28,0.346153846153846,0.692307692307692,0.307692307692308,0,0,0,0,2,"Bachelors",7,TRUE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
10960,11203804,112038,1978.915,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,419,446,538,3,28,0.346153846153846,0.692307692307692,0.307692307692308,0,0,0,0,2,"Bachelors",7,TRUE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
18576,11203804,112038,1979.742,TRUE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,558,523,562,3,28,0.346153846153846,0.692307692307692,0.307692307692308,0,0,0,0,2,"Bachelors",7,TRUE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
21202,11203804,112038,1979.995,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,540,523,559,3,28,0.346153846153846,0.692307692307692,0.307692307692308,0,0,0,0,2,"Bachelors",7,TRUE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
13145,11203804,112038,1980.063,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,530,512,521,3,28,0.346153846153846,0.692307692307692,0.307692307692308,0,0,0,0,2,"Bachelors",7,TRUE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
11083,11203804,112038,1979.06,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,3,28,0.346153846153846,0.692307692307692,0.307692307692308,0,0,0,0,2,"Bachelors",7,TRUE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
15726,11203804,112038,1980.366,FALSE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,497,474,526,3,28,0.346153846153846,0.692307692307692,0.307692307692308,0,0,0,0,2,"Bachelors",7,TRUE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
16447,11203804,112038,1980.598,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,536,515,543,3,28,0.346153846153846,0.692307692307692,0.307692307692308,0,0,0,0,2,"Bachelors",7,TRUE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
20610,11203804,112038,1979.156,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,3,28,0.346153846153846,0.692307692307692,0.307692307692308,0,0,0,0,2,"Bachelors",7,TRUE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
16470,11203804,112038,1980.634,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,505,484,554,3,28,0.346153846153846,0.692307692307692,0.307692307692308,0,0,0,0,2,"Bachelors",7,TRUE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
11656,11203804,112038,1979.422,FALSE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,453,472,529,3,28,0.346153846153846,0.692307692307692,0.307692307692308,0,0,0,0,2,"Bachelors",7,TRUE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
11722,11203804,112038,1979.553,FALSE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,436,461,526,3,28,0.346153846153846,0.692307692307692,0.307692307692308,0,0,0,0,2,"Bachelors",7,TRUE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
12885,11203804,112038,1979.97,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,456,493,517,3,28,0.346153846153846,0.692307692307692,0.307692307692308,0,0,0,0,2,"Bachelors",7,TRUE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
19077,11203805,112038,1980.533,FALSE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,436,488,509,1,17,0.352941176470588,0.294117647058824,0.647058823529412,0.0588235294117647,0,0,0,1,"Bachelors",12,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
16824,11203805,112038,1980.705,FALSE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,544,493,556,1,17,0.352941176470588,0.294117647058824,0.647058823529412,0.0588235294117647,0,0,0,1,"Bachelors",12,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
14497,11203805,112038,1980.128,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,548,518,580,1,17,0.352941176470588,0.294117647058824,0.647058823529412,0.0588235294117647,0,0,0,1,"Bachelors",12,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
21106,11203805,112038,1979.49,FALSE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,521,510,NA,1,17,0.352941176470588,0.294117647058824,0.647058823529412,0.0588235294117647,0,0,0,1,"Bachelors",12,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
16065,11203805,112038,1980.5,TRUE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,478,484,529,1,17,0.352941176470588,0.294117647058824,0.647058823529412,0.0588235294117647,0,0,0,1,"Bachelors",12,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
18884,11203805,112038,1979.863,TRUE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,590,545,592,1,17,0.352941176470588,0.294117647058824,0.647058823529412,0.0588235294117647,0,0,0,1,"Bachelors",12,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
11311,11203805,112038,1979.205,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,456,512,568,1,17,0.352941176470588,0.294117647058824,0.647058823529412,0.0588235294117647,0,0,0,1,"Bachelors",12,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
19078,11203805,112038,1980.331,TRUE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,548,523,548,1,17,0.352941176470588,0.294117647058824,0.647058823529412,0.0588235294117647,0,0,0,1,"Bachelors",12,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
11539,11203805,112038,1979.318,FALSE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,423,458,512,1,17,0.352941176470588,0.294117647058824,0.647058823529412,0.0588235294117647,0,0,0,1,"Bachelors",12,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
21229,11203805,112038,1980.877,TRUE,"Asian",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,540,505,509,1,17,0.352941176470588,0.294117647058824,0.647058823529412,0.0588235294117647,0,0,0,1,"Bachelors",12,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
13816,11203805,112038,1980.142,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,477,553,584,1,17,0.352941176470588,0.294117647058824,0.647058823529412,0.0588235294117647,0,0,0,1,"Bachelors",12,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
19506,11203805,112038,1980.675,FALSE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,436,444,534,1,17,0.352941176470588,0.294117647058824,0.647058823529412,0.0588235294117647,0,0,0,1,"Bachelors",12,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
14455,11203805,112038,1980.189,FALSE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,448,488,524,1,17,0.352941176470588,0.294117647058824,0.647058823529412,0.0588235294117647,0,0,0,1,"Bachelors",12,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
12785,11203805,112038,1979.986,FALSE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,472,507,524,1,17,0.352941176470588,0.294117647058824,0.647058823529412,0.0588235294117647,0,0,0,1,"Bachelors",12,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
17243,11203805,112038,1980.101,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,439,454,529,1,17,0.352941176470588,0.294117647058824,0.647058823529412,0.0588235294117647,0,0,0,1,"Bachelors",12,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
13280,11203805,112038,1980.046,FALSE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,544,520,565,1,17,0.352941176470588,0.294117647058824,0.647058823529412,0.0588235294117647,0,0,0,1,"Bachelors",12,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
16846,11203805,112038,1980.678,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,453,495,NA,1,17,0.352941176470588,0.294117647058824,0.647058823529412,0.0588235294117647,0,0,0,1,"Bachelors",12,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
19210,11203806,112038,1980.022,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,414,449,546,2,28,0.407407407407407,0.62962962962963,0.37037037037037,0,0,0,0,1,"Bachelors",5,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
21549,11203806,112038,1978.2,FALSE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,478,532,548,2,28,0.407407407407407,0.62962962962963,0.37037037037037,0,0,0,0,1,"Bachelors",5,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
15328,11203806,112038,1980.347,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,448,463,524,2,28,0.407407407407407,0.62962962962963,0.37037037037037,0,0,0,0,1,"Bachelors",5,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
11170,11203806,112038,1979.093,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,444,479,526,2,28,0.407407407407407,0.62962962962963,0.37037037037037,0,0,0,0,1,"Bachelors",5,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
18841,11203806,112038,1979.989,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,499,549,541,2,28,0.407407407407407,0.62962962962963,0.37037037037037,0,0,0,0,1,"Bachelors",5,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
12055,11203806,112038,1979.803,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,468,520,546,2,28,0.407407407407407,0.62962962962963,0.37037037037037,0,0,0,0,1,"Bachelors",5,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
11171,11203806,112038,1979.077,TRUE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,441,458,498,2,28,0.407407407407407,0.62962962962963,0.37037037037037,0,0,0,0,1,"Bachelors",5,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
12279,11203806,112038,1979.808,TRUE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,453,486,534,2,28,0.407407407407407,0.62962962962963,0.37037037037037,0,0,0,0,1,"Bachelors",5,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
19093,11203806,112038,1978.992,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,507,562,554,2,28,0.407407407407407,0.62962962962963,0.37037037037037,0,0,0,0,1,"Bachelors",5,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
12019,11203806,112038,1979.704,FALSE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,450,451,490,2,28,0.407407407407407,0.62962962962963,0.37037037037037,0,0,0,0,1,"Bachelors",5,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
11578,11203806,112038,1979.301,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,497,502,551,2,28,0.407407407407407,0.62962962962963,0.37037037037037,0,0,0,0,1,"Bachelors",5,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
10798,11203806,112038,1978.06,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,445,474,517,2,28,0.407407407407407,0.62962962962963,0.37037037037037,0,0,0,0,1,"Bachelors",5,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
11046,11203806,112038,1978.992,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,431,479,526,2,28,0.407407407407407,0.62962962962963,0.37037037037037,0,0,0,0,1,"Bachelors",5,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
17524,11203806,112038,1980.303,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,629,538,611,2,28,0.407407407407407,0.62962962962963,0.37037037037037,0,0,0,0,1,"Bachelors",5,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
15696,11203806,112038,1980.475,FALSE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,558,505,541,2,28,0.407407407407407,0.62962962962963,0.37037037037037,0,0,0,0,1,"Bachelors",5,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
18920,11203806,112038,1978.805,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,488,495,536,2,28,0.407407407407407,0.62962962962963,0.37037037037037,0,0,0,0,1,"Bachelors",5,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
21506,11203806,112038,1980.661,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,480,490,526,2,28,0.407407407407407,0.62962962962963,0.37037037037037,0,0,0,0,1,"Bachelors",5,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
11169,11203806,112038,1979,FALSE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,453,472,534,2,28,0.407407407407407,0.62962962962963,0.37037037037037,0,0,0,0,1,"Bachelors",5,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
18065,11203806,112038,1980.268,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,548,529,543,2,28,0.407407407407407,0.62962962962963,0.37037037037037,0,0,0,0,1,"Bachelors",5,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
17901,11203806,112038,1980.47,FALSE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,430,456,514,2,28,0.407407407407407,0.62962962962963,0.37037037037037,0,0,0,0,1,"Bachelors",5,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
11657,11203806,112038,1979.458,FALSE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,553,532,568,2,28,0.407407407407407,0.62962962962963,0.37037037037037,0,0,0,0,1,"Bachelors",5,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
10961,11203806,112038,1978.937,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,456,495,543,2,28,0.407407407407407,0.62962962962963,0.37037037037037,0,0,0,0,1,"Bachelors",5,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
16826,11203806,112038,1980.732,FALSE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,527,486,521,2,28,0.407407407407407,0.62962962962963,0.37037037037037,0,0,0,0,1,"Bachelors",5,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
12559,11203806,112038,1979.874,TRUE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,463,484,531,2,28,0.407407407407407,0.62962962962963,0.37037037037037,0,0,0,0,1,"Bachelors",5,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
16119,11203806,112038,1980.514,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,488,505,588,2,28,0.407407407407407,0.62962962962963,0.37037037037037,0,0,0,0,1,"Bachelors",5,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
16825,11203806,112038,1980.727,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,451,479,541,2,28,0.407407407407407,0.62962962962963,0.37037037037037,0,0,0,0,1,"Bachelors",5,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
10599,11203806,112038,1979.296,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,512,523,568,2,28,0.407407407407407,0.62962962962963,0.37037037037037,0,0,0,0,1,"Bachelors",5,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
12573,12305604,123056,1979.956,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,540,523,592,2,25,0.48,1,0,0,0,0,0,1,"Bachelors",10,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
16034,12305604,123056,1980.372,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,485,515,554,2,25,0.48,1,0,0,0,0,0,1,"Bachelors",10,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
17376,12305604,123056,1980.169,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,477,526,592,2,25,0.48,1,0,0,0,0,0,1,"Bachelors",10,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
10516,12305604,123056,1980.158,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,579,612,601,2,25,0.48,1,0,0,0,0,0,1,"Bachelors",10,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
16101,12305604,123056,1980.552,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,487,512,556,2,25,0.48,1,0,0,0,0,0,1,"Bachelors",10,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
16105,12305604,123056,1980.568,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,497,535,568,2,25,0.48,1,0,0,0,0,0,1,"Bachelors",10,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
13872,12305604,123056,1980.139,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,454,493,551,2,25,0.48,1,0,0,0,0,0,1,"Bachelors",10,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
21389,12305604,123056,1980.484,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,553,578,606,2,25,0.48,1,0,0,0,0,0,1,"Bachelors",10,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
12786,12305604,123056,1979.915,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,472,538,562,2,25,0.48,1,0,0,0,0,0,1,"Bachelors",10,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
16452,12305604,123056,1980.536,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,463,497,529,2,25,0.48,1,0,0,0,0,0,1,"Bachelors",10,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
16715,12305604,123056,1980.623,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,457,502,546,2,25,0.48,1,0,0,0,0,0,1,"Bachelors",10,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
20042,12305604,123056,1979.701,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,486,534,2,25,0.48,1,0,0,0,0,0,1,"Bachelors",10,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
12532,12305604,123056,1979.775,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,444,472,584,2,25,0.48,1,0,0,0,0,0,1,"Bachelors",10,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
15622,12305604,123056,1980.372,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,530,601,580,2,25,0.48,1,0,0,0,0,0,1,"Bachelors",10,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
12654,12305604,123056,1979.868,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,536,2,25,0.48,1,0,0,0,0,0,1,"Bachelors",10,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
12067,12305604,123056,1979.751,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,527,557,645,2,25,0.48,1,0,0,0,0,0,1,"Bachelors",10,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
14509,12305604,123056,1980.213,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,571,567,577,2,25,0.48,1,0,0,0,0,0,1,"Bachelors",10,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
11506,12305604,123056,1979.255,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,497,538,NA,2,25,0.48,1,0,0,0,0,0,1,"Bachelors",10,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
19287,12305604,123056,1980.675,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,469,502,559,2,25,0.48,1,0,0,0,0,0,1,"Bachelors",10,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
15083,12305604,123056,1980.292,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,474,535,577,2,25,0.48,1,0,0,0,0,0,1,"Bachelors",10,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
13817,12305604,123056,1980.128,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,514,2,25,0.48,1,0,0,0,0,0,1,"Bachelors",10,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
12633,12305604,123056,1979.995,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,490,532,577,2,25,0.48,1,0,0,0,0,0,1,"Bachelors",10,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
20144,12305604,123056,1979.553,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,434,451,534,2,25,0.48,1,0,0,0,0,0,1,"Bachelors",10,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
11483,12305604,123056,1979.23,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,462,490,543,2,25,0.48,1,0,0,0,0,0,1,"Bachelors",10,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
20367,12305604,123056,1979.477,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,447,484,534,2,25,0.48,1,0,0,0,0,0,1,"Bachelors",10,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
