"male","race_white","race_black","race_american_indian","race_asian_pacificislander","race_other","hispanic","grade","fam_income","fam_logincome","hours_tv","hours_videos","hours_games","hours_radio"
TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,7,12000,9.39274525863144,8,1,4,2
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,7,1e+05,11.5129354649202,15,5,2,2
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,9,75000,11.2252567257629,15,3,2,40
FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,7,20000,9.90353755128617,26,15,0,0
FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,8,NA,NA,20,9,1,1
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8,27000,10.2036291813376,49,20,0,30
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,9,26000,10.1658902778025,6,2,0,6
TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,9,50000,10.8197982842103,40,0,8,40
TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,7,1e+05,11.5129354649202,15,1,3,4
TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,9,35000,10.463131911492,21,2,3,2
FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,7,20000,9.90353755128617,28,2,3,1
FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,7,NA,NA,2,2,0,2
TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,11,10000,9.21044036697652,10,0,10,0
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,9,70000,11.1562648066437,5,1,3,5
TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,9,30000,10.3089859934221,5,2,0,5
TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,11,NA,NA,72,72,0,82
TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,7,58000,10.9682155307592,8,6,3,5
TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,10,10000,9.21044036697652,25,10,0,80
TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,11,20000,9.90353755128617,15,7,7,3
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,28,0,0,10
FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,7,14000,9.54688403461792,7,0,7,14
TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8,18000,9.7981825908907,35,3,10,14
TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8,43000,10.6689786502192,8,1,0,6
TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,7,36000,10.4913019948302,2,0,0,1
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10,140000,11.8494048444231,7,2,4,10
TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,11,20000,9.90353755128617,14,0,0,30
TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,11,30000,10.3089859934221,15,6,0,15
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,9,90000,11.4075760603618,4,2,1,5
TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,8,50000,10.8197982842103,35,1,1,1
TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,9,NA,NA,8,3,1,5
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10,NA,NA,2,0,0,2
TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,12,40000,10.5966597327836,15,0,0,40
TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,7,NA,NA,0,0,21,0
TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,9,NA,NA,63,8,4,4
TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,7,45000,10.7144399907278,70,0,20,0
TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8,25000,10.1266711030504,6,1,1,5
TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10,14000,9.54688403461792,10,0,0,25
FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,11,NA,NA,5,6,1,6
TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8,65000,11.0821579333748,5,0,1,21
TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10,51000,10.8396005193574,5,9,0,12
TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,7,32000,10.3735224312936,7,0,1,0
TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,9,NA,NA,24,0,50,0
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8,25000,10.1266711030504,5,3,2,8
TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,12,NA,NA,16,2,10,5
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10,108000,11.5898957653227,10,4,0,12
TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10,70000,11.1562648066437,2,0,0,3
FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,10,12000,9.39274525863144,25,5,0,20
TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,11,65000,11.0821579333748,10,4,1,15
TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8,NA,NA,12,2,0,1
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,11,11000,9.30574145673943,30,2,0,5
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,7,16000,9.68040649926887,20,0,0,10
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,9,53000,10.8780660602808,1,0,1,42
TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,10,NA,NA,12,1,0,2
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,9,1e+05,11.5129354649202,5,2,0,5
TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,11,4000,8.29429960885724,7,2,2,7
TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,11,18000,9.7981825908907,20,20,2,40
TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,12,45000,10.7144399907278,48,8,3,1
TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,10,35000,10.463131911492,0,0,5,21
FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,8,6000,8.69968140098951,12,4,3,0
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,12,NA,NA,2,1,0,10
TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,9,NA,NA,72,20,15,99
TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,9,30000,10.3089859934221,5,5,6,7
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,7,0,0,14
TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,11,50000,10.8197982842103,10,2,2,5
TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,11,73000,11.1982284186668,5,0,7,35
TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10,20000,9.90353755128617,4,2,3,6
FALSE,NA,NA,NA,NA,NA,TRUE,9,250000,12.4292201968364,28,7,2,28
FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,9,NA,NA,5,6,4,10
TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,9,50000,10.8197982842103,9,2,3,2
TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,7,40000,10.5966597327836,9,9,9,9
TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,12,40000,10.5966597327836,0,0,0,20
TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,11,33000,10.4042931430198,15,2,2,5
FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,11,27000,10.2036291813376,30,4,0,50
TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,9,41000,10.6213517356329,12,6,0,24
FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,9,22000,9.99884318585288,2,0,0,3
TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,7,35000,10.463131911492,15,4,2,70
TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,9,85000,11.3504183001091,23,6,2,15
TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10,22000,9.99884318585288,72,2,0,0
TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,8,24000,10.0858507751287,5,5,0,5
TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,12,NA,NA,30,2,0,40
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10,5e+05,13.1223653774023,2,2,2,2
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8,14000,9.54688403461792,15,2,7,14
TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,10,NA,NA,24,9,5,10
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,12,NA,NA,15,10,0,10
TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,11,12000,9.39274525863144,21,3,1,20
TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10,NA,NA,15,2,1,5
FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,12,24000,10.0858507751287,5,5,0,10
TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,7,NA,NA,6,2,1,3
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,11,75000,11.2252567257629,14,2,0,20
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10,50000,10.8197982842103,20,10,10,10
TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,10,NA,NA,0,0,1,1
TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,11,NA,NA,7,14,1,14
TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,11,78000,11.2644769261024,20,2,4,4
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,11,NA,NA,5,4,0,30
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,12,NA,NA,30,14,0,30
TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,9,30000,10.3089859934221,2,1,2,7
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8,20000,9.90353755128617,5,4,0,40
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8,NA,NA,5,3,2,30
FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,10,NA,NA,24,18,0,9
TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,9,30000,10.3089859934221,28,1,6,99
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,11,NA,NA,5,4,2,6
FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,11,30000,10.3089859934221,4,0,1,30
TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,8,70000,11.1562648066437,7,12,0,8
FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,9,28000,10.2399955028053,7,1,0,40
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10,150000,11.9183972397228,1,4,0,7
TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,11,25000,10.1266711030504,17,0,12,8
TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,NA,7,15000,9.61587214452889,0,30,0,10
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,11,0,0,2,6,2,3
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10,57000,10.9508240905224,10,3,0,12
FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,7,112000,11.6262630788088,35,7,1,0
FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,7,NA,NA,9,9,10,4
TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,12,NA,NA,6,3,2,1
TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,9,80000,11.2897944135779,3,3,1,1
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,7,18000,9.7981825908907,35,1,0,45
TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,8,NA,NA,4,0,5,0
FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,9,13000,9.47278155656217,21,14,0,14
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,8,NA,NA,35,7,6,56
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,7,40000,10.5966597327836,49,3,0,6
TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,7,8000,8.98732181285012,NA,5,3,7
TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,9,25000,10.1266711030504,20,4,10,10
FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,9,NA,NA,10,20,0,5
TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,9,48000,10.7789771230064,25,10,3,35
TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,11,65000,11.0821579333748,0,0,0,60
FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,9,NA,NA,2,1,0,7
TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,11,NA,NA,21,7,0,14
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,11,65000,11.0821579333748,20,0,0,29
FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,9,NA,NA,5,3,1,35
FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,8,14000,9.54688403461792,70,4,0,99
TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,10,59000,10.9853096718968,10,0,0,15
TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,7,80000,11.2897944135779,56,3,0,21
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10,75000,11.2252567257629,20,0,1,7
TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,7,58000,10.9682155307592,16,3,5,2
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,7,8000,8.98732181285012,0,10,0,4
TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,7,85000,11.3504183001091,2,1,0,2
TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,9000,9.10509096125709,99,8,5,20
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,9,NA,NA,14,0,7,7
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,9,3000,8.00670084544037,35,4,0,10
TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,11,35000,10.463131911492,6,2,1,5
TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,9,46000,10.7364184143654,12,1,4,13
TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,12,45000,10.7144399907278,20,0,0,2
FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,11,5000,8.5173931714189,30,3,2,4
TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10,NA,NA,4,0,0,48
FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,12,NA,NA,28,0,0,80
TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,11,25000,10.1266711030504,0,4,0,20
TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,11,31000,10.3417747410115,8,0,0,20
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8,63000,11.0509058782636,6,0,0,35
TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,7,55000,10.9151066458675,10,5,6,15
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,11,28000,10.2399955028053,3,0,0,3
TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,2,2,0,1
FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,9,25000,10.1266711030504,4,6,1,3
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,12,NA,NA,3,0,0,10
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,11,1e+05,11.5129354649202,0,2,0,4
TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,11,42000,10.6454487065059,30,10,60,30
TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,12,NA,NA,20,20,12,65
TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,11,35000,10.463131911492,9,2,5,10
TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10,60000,11.002116507732,20,3,0,10
TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,10,6000,8.69968140098951,21,5,3,3
TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,12,NA,NA,5,2,7,15
FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,10,75000,11.2252567257629,5,5,0,5
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,12,34000,10.4341452149305,9,2,1,3
TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10,25000,10.1266711030504,22,0,2,15
TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,12,20000,9.90353755128617,21,0,0,99
TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,12,54000,10.8967578438935,7,2,0,10
TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,10,24000,10.0858507751287,8,8,0,20
FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,10,NA,NA,10,8,0,3
FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,9,75000,11.2252567257629,3,0,1,12
TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,9,45000,10.7144399907278,15,0,1,4
TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,9,24000,10.0858507751287,5,2,0,2
FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,9,5000,8.5173931714189,20,0,2,28
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,10,18000,9.7981825908907,21,4,1,70
FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,10,50000,10.8197982842103,14,5,0,8
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,11,65000,11.0821579333748,15,4,2,20
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10,80000,11.2897944135779,7,3,1,10
TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,9,32000,10.3735224312936,7,1,1,2
TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,9,35000,10.463131911492,3,3,0,99
TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,47000,10.7579241570616,3,1,5,6
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,65000,11.0821579333748,28,0,0,7
TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,10,35000,10.463131911492,42,10,4,14
FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,10,27000,10.2036291813376,12,4,0,7
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10,NA,NA,3,2,0,50
TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,10,NA,NA,7,0,5,5
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,40000,10.5966597327836,35,5,0,4
FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,10,37000,10.5187002182882,56,6,1,10
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,7,26000,10.1658902778025,30,0,0,10
FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,10,15000,9.61587214452889,5,3,3,4
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,9,24000,10.0858507751287,0,24,4,2
FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,10,17000,9.74102744483773,10,3,0,15
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10,NA,NA,28,5,0,25
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,9,12000,9.39274525863144,7,0,0,20
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,12,1e+05,11.5129354649202,2,2,0,4
FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,9,54000,10.8967578438935,21,1,0,2
FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,11,40000,10.5966597327836,5,2,1,8
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,10,130000,11.7752974217158,4,0,1,2
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10,70000,11.1562648066437,28,5,0,8
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10,75000,11.2252567257629,42,42,0,21
TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,11,NA,NA,4,8,2,3
TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,10,6000,8.69968140098951,40,6,4,2
TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,12,NA,NA,10,0,3,7
FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,10,35000,10.463131911492,36,16,0,13
TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,10,26000,10.1658902778025,10,5,50,50
FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,10,60000,11.002116507732,3,2,0,2
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,9,54000,10.8967578438935,3,5,0,40
TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,11,12000,9.39274525863144,5,5,3,5
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,9,15000,9.61587214452889,0,5,0,1
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,11,40000,10.5966597327836,7,2,1,35
TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,12,12000,9.39274525863144,28,28,2,10
TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,9,NA,NA,25,10,3,0
FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,12,6000,8.69968140098951,15,0,0,5
TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,10,75000,11.2252567257629,15,0,0,4
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,12,45000,10.7144399907278,6,4,2,1
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,9,NA,NA,35,2,0,14
TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,11,40000,10.5966597327836,12,0,0,33
TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,11,28000,10.2399955028053,18,18,2,90
TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,12,15000,9.61587214452889,6,6,0,12
TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,10,70000,11.1562648066437,35,20,5,3
TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,11,45000,10.7144399907278,5,2,3,18
TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10,53000,10.8780660602808,12,0,0,9
TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,12,55000,10.9151066458675,8,4,2,10
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10,42000,10.6454487065059,8,5,5,12
TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,11,NA,NA,10,0,0,1
TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,11,35000,10.463131911492,3,5,1,10
FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,10,13000,9.47278155656217,30,10,0,2
TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,12,10000,9.21044036697652,20,0,10,44
TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,12,14000,9.54688403461792,5,4,2,2
